text,label,binary_label
Annex 5 – Penalties applicable to the 2012 Organic Farming Scheme Value for Money Review of the Organic Farming Scheme Page | 79 Annex 5 cont inued - Organic Farming Scheme Penalty Schedule (2012) Non-Compliance Scheme Penalty Livestock manure applied in excess of 170 kgs / Organic Nitrogen per hectare per annum 100% Use of Prohibited Pesticides 50% Use of Prohibited Chemical Fertilisers 50% Inadequate segregation/separation of conventional and organic enterprise/lands on farm 20% Increased output/income as per Business Plan not demonstrated 10% Where there is partial conversion of the holding: For crop production : the same species or not easily identifiable variety sown.,Non-Incentive,Non-Incentive
For animal production : Same species of animal on both holdings 50% 50% Products not sold as organic despite favourable market conditions 10% Failure to keep records as required 20% Use of non -organic seed /vegetative propagating material where not permitted 20% Use of allopathic (conventional) medicines where not permitted 20% Use of non -organic feed where not permitted 20% Origin of livestock not in conformity with requirements of the regulation 20% Animal housing not meeting minimum requirements of the regulation 20% Green Cover Option: not abiding by requirements 100% to apply to Green Cover Option annual payment.,Non-Incentive,Non-Incentive
Value for Money Review of the Organic Farming Scheme Page | 80 Annex 6 - Organic Farming Scheme Application Checkl ist 2013 (Admin HQ) Name: ______________________ Reps No: ______________________ Herd No: ___________ ___________ OFS Ref: OFS-RS-_______________ 1.,Non-Incentive,Non-Incentive
Date application sent to AAI for Processing of Business Plan : ___/____/____ CO Signature: ______ ______________________________ Date : ___________ Value for Money Review of the Organic Farming Scheme Page | 81 Annex 7 - Organic Farming Scheme Business Plan Check List 2013 Name: ______________________ Reps No: ______________________ N/A Herd No: ___________ ___________ OFS Ref: OFS-RS-_______________ Section A: Admin 1. Business plan submitted on required template form ?,Non-Incentive,Non-Incentive
"Does the declared Income units accurately reflect the current farming enterprises (check DAFM database SPS, AIMS, AHCS Yes No Annex 7 – Organic Farming Scheme Business Plan Checklist 2013 Value for Money Review of the Organic Farming Scheme Page | 82 3.",Non-Incentive,Non-Incentive
Value for Money Review of the Organic Farming Scheme Page | 83 Annex 8 - Organic Farming Scheme Application Check List 2013 (Admin Local Office) (File to Local Office) Name: __________________ Reps No: __________________ Herd No: __________________ OFS Ref: __________________ 1.,Non-Incentive,Non-Incentive
"Value for Money Review of the Organic Farming Scheme Page | 84 Annex 9 - Organic Farming Scheme A Checklist 2013 OFS A Checklist (Initial calculation of payment) Insert Year of payment, ie either 2, 3, 4, 5, or 6 Applicant(s) Name:_______________________________REPS No______________ CO Section YeS NO N/A 1.",Non-Incentive,Non-Incentive
  Annex 9 – OFS A Checklist 2013 Value for Money Review of the Organic Farming Scheme Page | 85 Section B 1.,Non-Incentive,Non-Incentive
Has the applicant applied for his final year payment       3.,Non-Incentive,Non-Incentive
"If there is grassland on OFS 1, does AHCS system indicate that further investigation is required before Initial Annual payment (75%) is made.",Non-Incentive,Non-Incentive
"If yes , there is no further processing for Initial Annual payment (75%) until OFS2 is lodged    8.",Non-Incentive,Non-Incentive
Has applicant applied for green cover payment.,Non-Incentive,Non-Incentive
"If yes, reject for green cover payment.",Non-Incentive,Non-Incentive
"Where applicant is in REPS, has any Linnet (SM5) or Riparian Zone (SM4) area(s) been deducted from OFS area prior to calculation of Eligible Area For Payment    13.",Non-Incentive,Non-Incentive
On checking SPS has applicant indicated that any leased lands should be included for Organic Payment.,Non-Incentive,Non-Incentive
"If yes, does the OFS 1 state that leased land is planned for a minimum of 5 years from the commencement date of the organic farming scheme    15.",Non-Incentive,Non-Incentive
Have all relevant details been entered on OFS 5M and spreadsheet and total payment calculated    21.,Non-Incentive,Non-Incentive
"The payment, based on the income forgone and costs incurred, is higher for the two year conversion period which involves higher costs for the farmer eg during the conversion period there is no premium from the ma rket for in -conversion products notwithstanding that inputs are more costly and output is lower.",Non-Incentive,Non-Incentive
"Participants in OFS are contractually bound to participati on for a minimum of five years, and are awarded an annual area based payment.",Direct_payment,Incentive
The annual are a based payment for the conversion period is €212/hectare per annum with the remainder of the contract period (maintenance cost) returning €106/ hectare per annum.,Direct_payment,Incentive
Failure to comply with the scheme terms and conditions will result in an appropriate penalty/sanction.,Non-Incentive,Non-Incentive
"Serious breaches of Scheme conditions may lead to termination of participation and/or exclusion from the Scheme for a period commensurate with the serio usness of the breach, and the refund of monies already paid.",Non-Incentive,Non-Incentive
Penalty amounts may be deducted from future payments due to the applicant under this scheme or from payments due under other schemes 2.,Non-Incentive,Non-Incentive
Monetary penalties will include interest payable at the rat e provided for under SI No 13 of 2006.,Non-Incentive,Non-Incentive
"Where monetary penalties are not paid or recovered within the period requested, the Department may take whatever further action is deemed necessary for their recovery 3.",Non-Incentive,Non-Incentive
